Platform	Author	Publish Time	URL	Content	Thumbnail	Metrics
Twitter	Gregory Hellman	published on 09/23/20 at 2:44 PM	http://twitter.com/Greg_Hellman/status/1308839566380593155	.@CACIIntl chief says company has reduced use of Section 3610 aid, expects to eliminate use entirely | InsideDefense.com insidedefense.com/insider/caci-c…		869Twitter Followers
Twitter	Inside Defense	published on 09/23/20 at 11:39 AM	http://twitter.com/insidedefense/status/1308793086298988547	.@CACIIntl chief says company is working to eliminate its need for Section 3610. ow.ly/XLOu30rbol2		26.4KTwitter Followers
Twitter	Service Station	published on 09/22/20 at 12:37 PM	http://twitter.com/Service_Guide/status/1308445436047437829	Oxon Hill MD USA - Junior Automation Developer - CACI will provide a variety of IT services through : CACI will provide a variety of IT services through including automation -orchestration cyber security capacity planning dld.bz/jjFf4		102Twitter Followers
Twitter	Techtic Solutions	published on 09/21/20 at 8:00 PM	http://twitter.com/TechticSolution/status/1308194460069703687	According to @CACIIntl, by 2022, mobile transactions are projected to grow by 121% and will finally compose 88% of all banking transactions. #digitalbanking #onlinebanking #onlinetransactions #bankingapp pic.twitter.com/xD8E5zrefP	http://twitter.com/TechticSolution/status/1308194460069703687	7.8KTwitter Followers
Twitter	AmandaS4MVA2020	published on 09/21/20 at 5:26 PM	http://twitter.com/Mva2020S4/status/1308155608152051714	The 2020 Ms. Veteran America competition, presented by @CACIIntl will be streamed live this year on Oct 11th. You can purchase tickets through the link, watch & support phenomenal women veterans from the comfort of your own home. @MSVETAMERICA mva2020.eventbrite.com pic.twitter.com/5cXCIF0OkU	http://twitter.com/Mva2020S4/status/1308155608152051714	104Twitter Followers
Twitter	FedHealthIT	published on 09/21/20 at 9:25 AM	http://twitter.com/FedHealthIT/status/1308034599466029056	#FedHealthIT Xtra .@CACIIntl awarded @DeptVetAffairs EAS bridge contract #G2XTake ow.ly/1iuE30raZ9Q		831Twitter Followers
Twitter	Qlik UK	published on 09/21/20 at 6:50 AM	http://twitter.com/Qlik_UK/status/1307995495789408258	There's still time to register for @CACIIntl and @WWLNHS' #QlikQAT2020 partner session! Sign up to learn how to supercharge #data in #healthcare here: bit.ly/2Y2mvsZ pic.twitter.com/F9uKvr6G5P	http://twitter.com/Qlik_UK/status/1307995495789408258	4.4KTwitter Followers
Twitter	Applied Insight	published on 09/18/20 at 11:54 AM	http://twitter.com/AppliedInsight_/status/1306984946641375238	Really excellent dialogue about #RemoteWork #WorkLifeBalance #Diversity in this session. Thanks to @CACIIntl, @SAICinc, @GDIT, @Novettasol, @Microsoft and @washingtonpost for moderating! #IntelSummit20 pic.twitter.com/zJuv4STStf	http://twitter.com/AppliedInsight_/status/1306984946641375238	64Twitter Followers
Twitter	Bob Ackerman	published on 09/18/20 at 11:44 AM	http://twitter.com/rkackerman/status/1306982515278860290	If we’re not producing students, even from community colleges, with backgrounds in STEM education, we’ll have a national security crisis.—DeEtte Gray, president, Business and Information Technology Solutions, CACI #Intelsummit20		614Twitter Followers
Twitter	Qlik UK	published on 09/18/20 at 10:02 AM	http://twitter.com/Qlik_UK/status/1306956659886043136	How is #data and #analytics supporting #healthcare in the UK? Join us for @CACIIntl's #QlikQAT2020 session with @WWLNHS on 22 September to find out. Register here: bit.ly/2Y2mvsZ pic.twitter.com/l7weZRlmYy	http://twitter.com/Qlik_UK/status/1306956659886043136	4.4KTwitter Followers
Twitter	GEOINT Symposium	published on 09/17/20 at 4:46 PM	http://twitter.com/GEOINTsymposium/status/1306696093699375106	Find out what’s happening in #GEOINT with the latest edition of the Weekly GEOINT Community News from @TrajectoryMag @BallAerospace @CACIIntl @RoadCloudLtd and other organizations you care about are making waves. Read more! ow.ly/UaHL50Bu3EI pic.twitter.com/uQRAUkIbXq	http://twitter.com/GEOINTsymposium/status/1306696093699375106	4.8KTwitter Followers
Twitter	GovCon_Wire	published on 09/16/20 at 9:02 AM	http://twitter.com/GovConWire/status/1306216888352075777	New post: @CACIIntl Gets $450M @DHSgov #DesktopSupport BPA; John Mengucci Quoted govconwire.com/2020/09/caci-g…		6.1KTwitter Followers
Twitter	5 Minute Salute	published on 09/14/20 at 10:48 AM	http://twitter.com/AnonymousNemo3/status/1305518916236607489	"@CACIIntl @ESGR VETERANS WANTED & NEEDED SHARE YOUR STORY PROGRAM: The Fire Watch SOURCE: First Coast News & WJXT Jacksonville, FL SHOW: ""Veterans United” SEGMENT: 5 Minute Salute SIGNUP TO BE INTERVIEWED BY RET. NAVY CAPT. DAN: iwantabuzz.com/5-minute-salut…"		
Twitter	FarnhamBeauty	published on 09/14/20 at 8:13 AM	http://twitter.com/FarnhamBeauty/status/1305479710608994304	We #Welcome you to the world of unlimited pampering #treatments done by best #Industry #professional #therapist at #FarnhamBeauty with handful discounts. Book Appointment: farnhambeauty.com Call Us: 01272 717119 Download App: apple.co/2ZAGH64 @CACIIntl @DermalogicaUK pic.twitter.com/CULwaQUZ7Y	http://twitter.com/FarnhamBeauty/status/1305479710608994304	7Twitter Followers
Twitter	InnovateHer ®	published on 09/12/20 at 7:07 AM	http://twitter.com/innovateheruk/status/1304738519403855873	@angel_solutions @igoouk @ReasonDigital @CoopDigital @EmmaAinsworth6 @chelleford @uniform__design @cantarus @icit_tweets @computerlovers @WeAreM247 @LFCTV @LucidGamesLtd @TheVeryGroup @Bruntwood_UK @CACIIntl @northcoders @wearemonterosa @Inviqa @tonyfoggett		5.7KTwitter Followers
Twitter	Denyse Gordon Watts	published on 09/11/20 at 10:53 AM	http://twitter.com/MsVetAmerica1/status/1304432845931380747	@CACIIntl @ESGR A very prestigious honor!!		1.6KTwitter Followers
Twitter	ASKagility	published on 09/10/20 at 11:47 AM	http://twitter.com/askagilityllc/status/1304084000101761034	One week remaining to sign up for SAFe For Government 5.0 Training. Seats are available, come & get certified in Business Agility #businessagility @ScaledAgile @CACIIntl #agile #training #automation #leadership #safe5 #safeagilist #DevOps #transformation eventbrite.com/e/112040594434		1Twitter Followers
Twitter	BidenBlue2020	published on 09/08/20 at 1:32 PM	http://twitter.com/BidenBlue2020/status/1303385648699789317	@rabrowne75 @AnitaWAnderson2 @BoeingDefense @lmnews @NGCNews @RaytheonIntel @generaldynamics @RaytheonTech @BAESystemsInc @L3HarrisTech @SAICinc @ATAAerospace @CACIIntl @BoozAllen Stop the carnage of Americans: Vote for @JoeBiden gregolear.substack.com/p/13-reasons-w…		216Twitter Followers
Twitter	WashingtonExec	published on 09/08/20 at 12:00 PM	http://twitter.com/washingtonexec/status/1303362564055863296	@CACIIntl has won a 6-year single award contract by the Department of Veteran Affairs with a ceiling value of over $152 million to support VA’s Financial Management Business Transformation Program. Read More: ow.ly/qMRP50BkYTh		5.2KTwitter Followers
Twitter	TechTaffy	published on 09/03/20 at 4:59 AM	http://twitter.com/techtaffy/status/1301444704756736000	CACI awarded $152M Department of Veteran Affairs enterprise IT modernization contract techtaffy.com/caci-awarded-1…		200Twitter Followers
Twitter	Kimberly Underwood	published on 09/02/20 at 6:59 PM	http://twitter.com/Kunderwood_SGNL/status/1301293668196851712	The first issue, published in June 2020, is sponsored by @CACIIntl		238Twitter Followers
Twitter	AOC Capitol Club	published on 09/02/20 at 11:04 AM	http://twitter.com/AOCCapClub/status/1301174176867397633	Save the date! @CACIIntl is hosting an Asymmetric Threat Symposium on October 8th. More info here: asymmetricthreat.net/index.shtml #Cyber #ElectronicWarfare #Spectrum #SpectrumOperations #EW		30Twitter Followers
Twitter	PotomacOfficersClub	published on 09/02/20 at 10:01 AM	http://twitter.com/PotomacOfficers/status/1301158382695591936	.@CACIIntl has received a potential six-year, $152M single-award #contract to provide enterprise #expertise in support of the @DeptVetAffairs’ Financial Management Business Transformation Program. Read more: ow.ly/kH6a50BfJx4 pic.twitter.com/O3g6ap5ujL	http://twitter.com/PotomacOfficers/status/1301158382695591936	464Twitter Followers
Twitter	FedHealthIT	published on 09/01/20 at 9:30 AM	http://twitter.com/FedHealthIT/status/1300788043121676288	#FedHealthIT Xtra Press Release: @CACIIntl Awarded $152 Million Contract to Support the Modernization of the @DeptVetAffairs Financial Management System #G2XTake ow.ly/gtCZ30r7xcf		815Twitter Followers
Twitter	ExecutiveBiz	published on 08/31/20 at 7:00 PM	http://twitter.com/ExecutiveBiz/status/1300569225371832325	Former @CACIIntl Exec Tony Azar Named #MDConsulting COO blog.executivebiz.com/2020/08/former…		3.7KTwitter Followers
Twitter	Patrick Novak	published on 08/31/20 at 4:03 PM	http://twitter.com/Patrick__Novak/status/1300524510081429507	Congrats and well deserved @CACIIntl!  #Leadership #CACI #BusinessStrategy		1KTwitter Followers
Twitter	Vell Executive Search	published on 08/31/20 at 1:30 PM	http://twitter.com/doravell/status/1300486112209756160	@CACIIntl names Todd Probert as President of CACI’s National Security & Innovative Solutions (NSIS) pic.twitter.com/NXNoJun5XR	http://twitter.com/doravell/status/1300486112209756160	1.3KTwitter Followers
Twitter	ExecutiveBiz	published on 08/31/20 at 1:30 PM	http://twitter.com/ExecutiveBiz/status/1300486048871579653	.@CACIIntl to Update @DeptVetAffairs #Financial Mgmt System Under $152M #Contract; John Mengucci Quoted blog.executivebiz.com/2020/08/caci-t…		3.7KTwitter Followers
Twitter	Self Driving Containers 	published on 08/30/20 at 9:55 AM	http://twitter.com/SelfContainers/status/1300069661803982848	@EvanKirstel @CACIIntl Designing Technology who can run at Ports Of America Technology who can drive at High speed rail rail system From Los Angelos Ports Of Authority to San Bernardino California, to Barstow California to Los Vegas Nevada! From Newark New Jersey to Hegins Pennsylvania, non stop pic.twitter.com/E7ePp4sWPP	http://twitter.com/SelfContainers/status/1300069661803982848	19Twitter Followers
Twitter	Kenneth Dolney	published on 08/29/20 at 12:20 AM	http://twitter.com/KennethDolney/status/1299562444910718976	Back in the '90's, my wife temporarily worked for @CACIIntl at the Defense Finance & Acct'g Service in Crystal City, VA as a Contract Close-out Specialist, when it was decided to move the whole agency to Ft. Ben Harrison, Indiana, to keep the Post from from closing . ..		57Twitter Followers
Twitter	Doug Collins	published on 08/28/20 at 1:31 PM	http://twitter.com/DougCollinsUX/status/1299399306735022080	@cgtboiler @uxward @CACIIntl @Adobe @khoi Good call.		25.7KTwitter Followers
Twitter	Jon C. Junger	published on 08/28/20 at 1:26 PM	http://twitter.com/cgtboiler/status/1299397893095333893	@DougCollinsUX @uxward @CACIIntl @Adobe @khoi No worries man, get it out there...in my instance they tried to silence me by saying they weren't going to pay my severance if I didn't take down my public post. I just temporarily made it private until I got my money		521Twitter Followers
Twitter	Joe Mercurio	published on 08/28/20 at 1:23 PM	http://twitter.com/joemercury/status/1299397138934308866	@CACIIntl Where?		2.6KTwitter Followers
Twitter	Trump is a COVIDIOT	published on 08/28/20 at 5:18 AM	http://twitter.com/Walsh19E/status/1299275051435347969	@Mankin_Images @ttilley64 @CACIIntl Is this violent and racist guy one of your employees?		149Twitter Followers
Twitter	PotomacOfficersClub	published on 08/27/20 at 3:45 PM	http://twitter.com/PotomacOfficers/status/1299070442553171978	Thank you to Stephanie Shutt, our wonderful panel, and Ravi Dankanikote for leading the discussion on the latest trends in Business Development! @USGSA @DAUNow @SBAgov @OMBPress @CACIIntl @OMBPress @ravidankanikote @GovConWire #GCWbd		460Twitter Followers
Twitter	GovCon_Wire	published on 08/27/20 at 3:45 PM	http://twitter.com/GovConWire/status/1299070442947387393	Thank you to Stephanie Shutt, our wonderful panel, and Ravi Dankanikote for leading the discussion on the latest trends in Business Development! @USGSA @DAUNow @SBAgov @OMBPress @CACIIntl @OMBPress @ravidankanikote #GCWbd		6KTwitter Followers
Twitter	ExecutiveGov	published on 08/27/20 at 3:45 PM	http://twitter.com/ExecutiveGov/status/1299070442565709824	Thank you to Stephanie Shutt, our wonderful panel, and Ravi Dankanikote for leading the discussion on the latest trends in Business Development! @USGSA @DAUNow @SBAgov @OMBPress @CACIIntl @OMBPress @ravidankanikote @GovConWire #GCWbd		4KTwitter Followers
Twitter	ExecutiveGov	published on 08/27/20 at 3:20 PM	http://twitter.com/ExecutiveGov/status/1299064152544215043	A big thank you to Ravi Dankanikote of @CACIIntl for his moderation on today's panel! #GCWbd @ravidankanikote @GovConWire pic.twitter.com/YEoNVvy98e	http://twitter.com/ExecutiveGov/status/1299064152544215043	4KTwitter Followers
Twitter	PotomacOfficersClub	published on 08/27/20 at 3:20 PM	http://twitter.com/PotomacOfficers/status/1299064152976166912	A big thank you to Ravi Dankanikote of @CACIIntl for his moderation on today's panel! #GCWbd @ravidankanikote @GovConWire pic.twitter.com/lUxY2TJnz2	http://twitter.com/PotomacOfficers/status/1299064152976166912	460Twitter Followers
Twitter	PotomacOfficersClub	published on 08/27/20 at 2:05 PM	http://twitter.com/PotomacOfficers/status/1299045278247530496	Thank you to Ravi Dankanikote of @CACIIntl for introducing our keynote speaker Stephanie Shutt, Director, MAS PMO @USGSA #GCWbd @GovConWire @ravidankanikote pic.twitter.com/o1l6MqSrM6	http://twitter.com/PotomacOfficers/status/1299045278247530496	460Twitter Followers
Twitter	ExecutiveGov	published on 08/27/20 at 2:05 PM	http://twitter.com/ExecutiveGov/status/1299045277706465281	Thank you to Ravi Dankanikote of @CACIIntl for introducing our keynote speaker Stephanie Shutt, Director, MAS PMO @USGSA #GCWbd @GovConWire @ravidankanikote pic.twitter.com/heoeTjmnIj	http://twitter.com/ExecutiveGov/status/1299045277706465281	4KTwitter Followers
Twitter	GovCon_Wire	published on 08/27/20 at 2:05 PM	http://twitter.com/GovConWire/status/1299045277882617856	Thank you to Ravi Dankanikote of @CACIIntl for introducing our keynote speaker Stephanie Shutt, Director, MAS PMO @USGSA #GCWbd @ravidankanikote pic.twitter.com/GMb8paj6GV	http://twitter.com/GovConWire/status/1299045277882617856	6KTwitter Followers
Twitter	 Cindy Lou	published on 08/27/20 at 9:54 AM	http://twitter.com/HeyCindyLou/status/1298982113023164418	CACI Books Potential $1.5B NGA IDIQ for Enterprise IT, Cyber Services; John Mengucci Quoted - GovCon Wire dy.si/7STX7 pic.twitter.com/8f9FOAox7A	http://twitter.com/HeyCindyLou/status/1298982113023164418	643Twitter Followers
